Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
136209.0,-1.6628302098169698,0.571455808058821,-0.194826469693094,-1.37049971203443,1.5600611004252198,1.61028716645195,0.577675904936266,0.24549159278653598,0.5256083973904161,0.33342843259840305,0.660498457026807,0.63297167381578,-0.0244223084951542,-0.20968629757387697,-0.296278387542778,-0.29756426203665004,-0.594631262634933,-0.9803945378620921,-1.28993458255885,-0.552353344703055,0.0641164855486061,0.7193743464938621,0.0613531122478946,-0.922007247838651,-1.01310388758466,-0.0921156450459371,-1.4496394410039397,-0.77948769659707,26.95,0
146464.0,1.9323451613883103,-0.7629457415447339,-1.7199782429145198,-0.601388963846002,1.69906187547592,3.9185371775601805,-1.23275277438655,1.0510153962723598,1.31264949204332,-0.15614663830978398,-0.222672198999772,0.497333526076901,-0.0482170609465414,0.0037860095776271296,0.896201294126008,0.00300237876491488,-0.583117115081597,0.0782631634475895,-0.36317979046895504,-0.112831924885854,0.20088241220302203,0.6838574259513791,0.14536549050248002,0.7273914652525278,-0.0656288152707577,-0.193946907872338,0.058077565622750994,-0.0402322165225294,25.0,0
153629.0,2.07617015559102,-1.4832628475824499,0.225582357901746,-0.675160642838772,-1.7193528272288898,0.3985693642022629,-1.8705800188624497,0.42803099244448795,1.0681092294846999,0.721981365804511,-0.17930092146515,-0.535752192525726,-1.7971199566518798,-0.661709425344035,-1.46365447488448,1.21379572244554,0.29786486022798603,-0.565843471228077,1.1595617272290901,-0.173118306214049,0.150483265273109,0.639408347967261,0.21602740013553304,-0.41199547766581296,-0.407118368408289,-0.176947151570596,0.0493272255759037,-0.0554401475970321,3.0,0
91069.0,1.98474417470379,-0.102795593233086,-1.64258212663341,0.474077358780021,0.48531055320943295,-0.548043663562368,0.239992787159154,-0.24949077338925302,1.4910704248809998,-0.10273162601534899,1.69871749575574,-1.85223904976976,0.7546752779043729,2.1815104740702798,-1.715192929813,-0.404136844581359,0.492987403887003,-0.0488036357668373,0.209114595893703,-0.225011001626999,-0.120312356891315,-0.0605870830305844,0.101863438432388,0.6866340102441659,0.0902779931594395,0.470790685311306,-0.139763028904527,-0.0823658442430319,37.82,0
139322.0,2.17834721351033,-1.60748216228709,-1.4407626625614198,-1.99218142398529,-0.22254825999302896,1.46069865851076,-1.44597667360158,0.444080429060688,-1.33172119567872,1.6356596626198,0.541003770388255,-0.599102521073445,-0.5080127286739851,0.0179044024639536,0.0350888925341402,-1.03616649953039,0.878886346254532,-0.630893831782674,-0.634364672440462,-0.5263798408488621,-0.0949168337233999,0.236083416299172,0.258350701979476,-0.9873939669704191,-0.33435649502128,-0.0768643417476028,0.0421214515096017,-0.0732583562691021,20.0,0
104578.0,2.1080407374411396,0.233603342445448,-2.02249272226278,0.0772807072324148,0.771476868024907,-1.26357247077849,0.6707221723607131,-0.579592549843569,1.14005618178509,-0.20230294116349898,1.8621005546655198,-1.2777852025658,2.23640678344457,2.2838670161545296,-1.1230189102552601,-0.419809432673266,0.0735563003407894,0.23408730365354002,0.30457557124399104,-0.21266765961445,0.0390669131813564,0.503753203448393,-0.0942030137946627,-0.31744246970449996,0.45131147924606396,0.199257645547951,-0.11292117213383998,-0.0963710596073575,7.57,0
164418.0,-1.8820483477551202,-0.007670530471676929,0.468106062048428,-0.196664645950758,0.39601895335980103,-1.1709733996495,0.13153237059873,0.0871988652482859,0.12062345491145801,-0.794188808904485,-0.991311670127631,0.593108087712272,0.8222538810287,0.0547723993082976,0.130232929912196,-0.127716423060464,-0.30940176066466807,0.127511165305099,-0.247259056354129,-0.416539299602758,0.33787072582732297,0.9933067058197179,-0.98158000335274,0.176896136996748,1.1675404684329098,0.116810477697979,-0.48835416761842204,-0.260722827500513,37.01,0
59377.0,-0.262276212419599,0.943435353705018,1.19682285634983,-0.509639000640116,0.8760080057493541,0.251689612971978,0.8227213248918872,-0.098434577340842,-0.541207503788073,0.0484406306075227,0.31749644159873197,0.548050036529563,0.9986720885485799,-0.118877634125731,0.18477080499003198,0.668337406569563,-1.2895731618415098,0.45497852985110104,0.814525654299297,0.27258131817209097,-0.30888095256137105,-0.637294926061037,-0.25681081125542604,-1.02626600227899,-0.0416754939745705,0.10688496315223599,0.10240592515795599,-0.12434724503634301,0.89,0
121856.0,2.12956352979623,-0.71989509706362,-1.79650804973218,-0.672927389675097,0.0759329745681443,-0.276194878732704,-0.15872059402826502,-0.16820310296195098,-0.85961610926953,1.05311939026507,0.17936644918133,0.46116170450959004,0.16471936452466,0.42440033017351897,-0.8606683032716501,-1.43394143741087,-0.39344874104077204,1.2127339639182,-0.0928988528952482,-0.50342006993265,-0.468201647564813,-0.884019645914714,0.20330053937935996,0.187623634126263,-0.12199023119917698,0.496081182222026,-0.0881281993248004,-0.0689689335911532,41.65,0
3745.0,0.904577074478343,-1.24991570452788,0.154416276770649,-0.426948992403295,-0.895637235781635,-0.133698083488045,-0.424942034428761,-0.135595189447942,0.6008481141396279,0.0927580026353985,0.401637591363948,-3.44270444195023,1.3627504561613601,1.45118978877597,0.4662828830456521,1.1363495662894698,1.0693216832222,-1.4519260196984398,0.17531637637004,0.50136344380022,-0.10420870779147001,-0.7544726559215,-0.11234949093475201,-0.55411011017111,0.0926132485568295,-0.482101124582541,-0.0535974128838736,0.0512030173583709,267.85,0
31544.0,0.7373418482443531,-0.223834734673686,1.7115079960920399,2.7887202298316605,-1.28431390938595,-0.18532170453313102,-0.396346639006932,0.0196854395116406,-0.301926799407492,0.5139005928224329,0.0239434317380354,0.6483596192125339,1.29382410246326,-0.367574387033084,0.960086281975505,1.12197064285496,-0.798264811852782,0.19009929676347698,-1.68849471014217,0.30037704877783,0.39016986247284,0.7653164645841801,-0.132991677078268,0.9574548524512951,0.149756020441942,0.0547083444982093,0.019948737861801003,0.0813755394980598,186.27,0
43980.0,-1.85088119317193,-1.1348942146900902,0.528027903041284,1.0060045216770601,0.986458250414078,-1.76527263829668,-0.763269834147509,0.551565861604132,-0.501736929053989,-0.21456516096289602,0.7553677514379059,0.316703917411467,-1.47626760482943,1.0896260944384,-0.41786398006987496,-0.370983066891109,0.314061811278528,0.329884202894289,1.08371389536895,0.36321051585361497,0.36031625733784495,0.283368281110869,-0.0389683785473865,0.580850159287126,-0.723633640828668,0.4445079701306339,0.0518583870426742,-0.20404986536932998,0.0,0
155879.0,-3.51289492097167,-3.79828049323556,0.7253004457616751,0.224074723387328,-2.65797479687511,3.59494411414289,3.24810124149368,0.5910558591101489,0.09986550755641802,-1.8478296797477498,0.9263340407103091,0.23722790706618,-0.230493725995784,0.00984264396586729,1.3926688918421102,-0.0535769728390481,-0.11111328521289801,0.5261567831800711,-1.01457783124602,2.95713170806314,1.1033884396429898,1.04947397416821,2.68983449025704,-1.56492779240769,0.7484959915160141,0.0173251567828618,-0.0569774463252934,0.223914807443904,1250.0,0
