V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
1.91823578426614,-1.1908164296823702,0.431417220117879,-0.0513157194527996,-2.11254808674649,-0.9967143377529408,-1.2137092943198702,-0.0412536959721566,0.328016525783085,0.783094927669789,-0.399087815994674,0.0411256614811429,-0.250583907719584,-0.277021204000342,0.598830736164877,-1.08854263093661,-0.006957775087648529,1.11879917411396,-1.40185288213002,-0.540354824701594,-0.26531454573061103,-0.296629324719717,0.480564703391176,0.8987789283810501,-0.871457509013346,0.403595258526874,-0.0010300662834198699,-0.0161002751935664,63.95
1.9493325353712905,-0.296967168568406,-0.372236377070233,0.225891544662285,-0.32600323148138394,0.0720568652964903,-0.5870961125924019,0.141745584286658,0.908900448703556,-0.0262061676160648,1.05245271326628,1.54096559483657,0.653305043262372,0.026155760624132003,-0.0295684452092066,0.319228560143154,-0.7874589212377701,0.159865716658031,0.141038242362168,-0.161367163731982,-0.121925890539761,-0.226357997022078,0.402254577728056,0.6756887210699101,-0.43539376564931104,-0.6740719500137299,0.034535832243539004,-0.0334438670672827,2.95
-1.04800528916284,1.3002187770541298,-0.180400575706546,2.58984264330545,-1.1647935523262,0.0318234062644092,-2.17577809872951,0.699071737631603,-1.1402082776805902,-3.22678710680364,3.49080495043995,-2.45433920979968,0.177189485247745,-5.16060809721957,-0.686114234287445,-3.99614471325468,-4.695562722494519,-1.81916096350279,1.4610803189032298,0.644993308471186,0.5490144582247829,0.624321410729297,-0.136662719519743,0.131737918713915,0.0309213718346795,-0.176701082429858,0.504897671691263,0.0698824528615783,39.45
-0.7154137464302031,0.608590312773943,1.15550089022062,-0.267565092666965,-0.563747540811752,-0.618897959603515,0.698307698659261,0.0698369023541396,-0.13334103052700802,-1.0253353925611302,1.50062918076179,-0.4178980266533761,-1.5902951514862902,-1.0749990413737098,0.288234297659522,1.37776850908719,0.22388685433899,1.31107267514226,-0.896071786353489,-0.186977992930248,0.130748607589043,0.239389294462508,-0.0902274074581911,0.4115723905172991,-0.21612596587299496,0.353896329216255,-0.0623612631790606,0.00843300173166346,129.0
-1.42662331260887,4.14198623236944,-9.80410344235714,6.66627300324451,-4.74952679326515,-2.07312900595144,-10.0899311630826,2.79134529885187,-3.2495156171301,-11.4204509744097,10.8530116481991,-15.969207520809,0.546690084634152,-14.690729133641,0.91233739988339,-12.2271892780267,-18.587366205891602,-6.92076186060174,3.1669989068855204,1.4106776526461595,1.86567876848945,0.407809281593599,0.605809354312964,-0.7693481181234408,-1.7463368287861,0.502039516709683,1.9772583297728,0.7116065312094849,1.0
0.0568703161574325,0.7642113568403008,0.0977925040713783,0.751990452322345,0.938676917893953,-1.06714604897695,1.12850183657893,-0.313569235620608,-0.526367381249978,-0.268516371228495,-0.926856928807154,0.487862800099127,0.7032609975896861,0.22010526815062806,-0.420730756836959,-0.5102014363677629,-0.373785547650481,-0.465589515320781,0.0422336618652829,-0.0392165434029968,0.00682299723997531,0.0729747983150806,0.0947440176083755,0.0241868106923331,-0.49445736465423,-0.8356527811993609,0.139217175118106,0.119614532856236,24.5
-1.25240675758406,1.3327872486508898,0.0237144899644238,-2.94394428566122,0.9368917303452852,-0.5651904568569711,1.17076626628411,0.0333514765163691,0.38443445591320097,-0.14814312559589302,0.518794489649583,0.6887126363739661,-0.0283801305856029,0.0920296953934565,-1.08925127890075,0.540669941438549,-1.24396497312554,-0.246981060564773,-0.444635277829646,0.34642959097757303,-0.35234994717275103,-0.823478318964256,-0.117218367956457,0.2784414170065481,0.117360391463833,0.358643386052099,0.5356397691000679,0.3399702905911749,5.0
1.95146853995345,-0.124898572242728,-1.9377711970399296,0.165934669123877,0.5193515488410471,-0.221464891330827,-0.0363120159540522,0.0159107411382655,0.8241762531610942,-0.687965251758596,0.788759723170168,0.6769120274108871,-0.41338684958528704,-1.22179142778418,-0.67238990429337,0.29286879118803805,0.714081166506592,0.643347189942618,0.517571706385187,-0.0915918130141127,-0.209144922899505,-0.48579297971393,0.13634510839807498,0.0977068539217095,-0.0506438965055411,-0.111207156751931,-0.0205687582694677,-0.0247468252774327,40.79
1.96373308081895,-1.83043092739729,-0.7746399632547439,-1.54594501512923,-1.03762228992754,0.678153209328617,-1.34861766121294,0.18840716608623695,-1.09968422331078,1.35965571069756,-0.305028147512817,-0.332225480708115,0.7425935210243609,-0.49998265541737,0.7240915757079309,-1.37552984129925,1.30774947204768,-1.44863002997524,-1.39018070075613,-0.330734533934141,0.00139379702326167,0.459568014621957,0.262762647489862,-1.03972035193661,-0.534385254212241,-0.0890569639484923,0.0647039603039417,-0.0392714040482406,108.0
1.9139287303742,-1.56908483717756,-0.481973660369444,0.0356996687089683,0.560751230102256,5.22799209322475,-2.5035222628074703,1.47828511316384,1.2077493198738702,0.638804188055625,-1.34700714613719,0.5388408379098221,0.0526971308924149,-1.2150256142622,-1.3388872582294198,-1.80204228131791,0.128405711435729,1.40077048414391,-1.0399109344316302,-0.583862198313604,-0.239781009951755,0.225674720769844,0.233461722776422,0.685291704246963,-0.20644956973797104,-0.452734187265245,0.17818829794053198,-0.0173532309783003,20.0
